7027	37307
27803	21957
21954	30459
1723	7079
337	25630
3752	30145
913	26508
12857	19025
28942	37433
14212	35773
23724	27912
2078	35513
2822	33655
32199	23777
28273	36568
10080	18294
19222	1464
27147	29698
4008	36652
10001	16367
5838	13638
34181	18150
6972	34417
618	29982
2836	23430
13663	15191
16778	36801
12376	36628
16911	27824
2350	21604
23881	22832
1390	19934
7291	27028
9780	5921
22642	22996
18116	21829
13773	26356
11803	33988
5308	15906
3032	35388
24593	27345
9079	30002
15916	28365
33671	25291
25574	31890
6631	23414
159	34075
309	18945
25448	32507
182	25272
2806	20854
6218	19168
25249	14341
26110	13531
10243	35762
11124	36790
16390	36105
35562	26480
6042	8306
7031	27450
3361	24754
16844	16117
4724	22539
17202	24113
33229	20088
13176	19114
6645	18876
9051	13018
19404	13339
31336	37048
26734	19286
20685	26506
9051	10706
321	22666
17918	31890
21828	24711
1044	31890
11415	26409
2078	17513
23817	2347
25724	28986
14178	34238
5161	24061
9364	16079
13058	20491
15785	32687
2874	22881
19504	27173
12812	30163
1164	11279
25272	28610
9657	11496
27388	13421
8487	32883
30071	37306
8635	35728
15477	23329
4575	26649
3424	33671
12642	34536
27803	18929
3767	34616
9552	10001
3508	30656
22642	9084
14242	33640
27803	15646
11071	31890
22881	32341
31391	19416
1295	2177
412	7891
19326	14643
1856	23958
11814	6135
2447	35523
26329	25389
8753	16496
27	14755
9761	10559
33799	12310
21216	23664
2219	26209
7055	15191
5774	35356
18035	23204
1735	24207
17318	23246
6637	13028
19046	29813
18969	26201
12457	22756
3491	34133
33671	10349
25887	28905
7317	32634
15183	34909
16085	24046
36578	19675
7260	17297
19114	14905
13638	27065
408	2635
6134	36055
3447	4321
31087	34072
12610	18996
27233	1679
1459	35558
22668	37283
32381	12539
30685	37382
17679	19253
8594	33833
28380	10914
1445	36837
2517	10595
6854	30199
22122	31434
2858	35008
25576	18212
31378	35749
10015	33410
9633	20260
19253	22532
31933	281
18035	35632
27580	14782
16335	36652
10030	35773
29620	24649
20100	27202
17731	34026
34026	12957
403	15530
15788	9812
3546	27391
9188	17523
10001	27052
36823	32012
526	10543
383	18163
14416	33376
27803	9510
20854	33236
12233	14648
8635	21142
30652	32518
8512	27302
20097	10097
18751	25238
21754	36834
10826	33933
17676	30409
13788	20468
13158	22832
34651	23209
9051	10748
6307	36819
27803	31659
23791	3712
19859	31965
4757	25771
1493	20832
9051	23667
8814	33962
4185	35171
5879	23050
2714	6528
2504	34494
10487	25715
24697	5737
29460	37352
36281	14242
8337	37428
27803	20072
3812	27680
18945	31795
494	25106
22624	32736
16473	35876
16327	3712
1445	27803
1631	23397
26092	28777
14502	14670
17237	37360
5993	11588
5688	18748
15264	26827
23621	15192
10827	12867
11814	1316
2129	26758
17675	21694
10466	36200
19662	31890
24759	2347
7825	30648
4174	20595
16098	20164
1876	3153
7422	36382
8925	19253
19222	37513
13638	20892
2234	31659
35773	31880
2396	18945
34206	35001
7839	30357
20010	17368
9933	21864
23589	28761
2575	33566
29879	36520
20180	30782
14954	15229
19114	35008
22084	19967
3275	5366
18032	34833
14954	21258
378	19845
31887	27578
15268	30990
18408	19384
16475	19712
24782	32876
35828	35633
8261	22478
783	31577
11051	11511
30769	32054
27803	3079
1783	9434
29253	37107
8866	16157
1145	20582
17168	17850
2864	33028
11712	13365
15260	18790
31217	28761
7057	17384
22763	31236
26203	21032
30524	24059
11051	37215
22564	36628
16677	36263
8446	23838
25249	16729
11273	2021
23589	28257
32467	5300
35773	23023
164	5751
31659	16496
24276	35876
35921	36620
2078	11102
3949	22938
9798	7513
21607	25952
6466	16442
4594	12007
14774	34801
14040	27617
20898	31364
25210	31192
4578	25185
4603	27698
25339	17675
10840	36648
21240	18996
3483	16791
13396	31034
27526	13563
4793	26180
27803	17884
4757	4964
17403	22666
22066	23228
35621	21390
7302	21142
16030	27450
13638	16832
19973	24334
17403	12105
27153	32304
13638	31630
23267	27674
143	12509
8422	9436
2915	24402
25723	36819
23645	28019
14729	18606
6739	20974
11256	25442
32202	31890
13836	26838
11244	6274
35485	27048
3990	32786
12197	19681
14363	29876
35196	8619
33380	8489
35	3922
7322	14759
9806	9635
9552	9748
9925	26918
20780	3734
27803	25256
33380	37048
25967	34909
10081	27032
6183	14578
18648	7920
8926	17885
4698	19745
8318	27851
3868	24830
5673	33549
2702	19957
7234	31197
27459	14352
4088	29438
2478	9318
27803	4112
23664	31785
33154	34002
3331	10881
4445	4687
539	30235
3789	13055
27803	2300
2676	36035
7807	32718
10001	12641
12426	13273
6705	22841
10373	31581
16848	13689
4355	11242
18993	37471
28735	15191
33291	25592
2415	33716
8190	13684
494	32158
4649	20116
31896	9633
1853	4206
36844	31890
10877	32753
13106	30532
14210	18163
26457	27244
25459	11762
3922	34646
33671	13328
17996	33484
9928	7022
10108	35212
15405	36772
19149	7113
13365	18341
3306	14568
15412	15902
25179	25477
6358	7363
12753	22881
11588	9742
3934	25210
24084	31890
20795	31890
3153	18279
14379	36869
32131	32188
35123	36432
12740	9553
2672	23838
7221	18163
21447	24572
7562	35822
1709	11973
9066	17099
11542	31890
12967	35060
17563	28777
4639	26402
2828	5945
32632	35616
2281	23958
4795	35008
9038	18874
9029	25836
5163	27341
5122	27663
18850	19210
36800	37493
7885	37288
2153	22881
1459	31057
648	15939
17782	10568
1041	19222
19222	32322
3990	27047
10830	12411
2635	8129
8925	33003
31053	26390
27565	32876
21604	11002
34569	20170
5879	31880
9124	34926
24934	15191
740	32714
13770	12145
2397	23405
6005	36720
8993	22564
2907	13058
36438	24941
7050	35773
27803	35268
16938	21657
5567	36553
25477	35388
17347	17854
1821	16726
12530	17796
29037	34262
14843	33178
22082	30002
2810	18256
11969	36799
10937	32819
19222	22435
30397	31988
1858	23153
6301	36894
17356	15191
36553	34128
13416	32191
13212	23838
8155	35852
14874	18163
15994	37542
11117	28415
3064	73
36725	24635
9574	29660
8351	29037
3153	35513
13236	21090
14593	23589
6149	26325
19750	31890
197	7106
3358	11950
13335	33643
35876	36627
6686	23544
27803	10446
3351	28395
4517	6528
11534	11379
10740	16613
8389	11021
29970	35974
38	37463
17075	35773
7013	31497
14515	94
27803	1533
24572	18082
28288	32097
73	34852
19222	27811
20854	25301
30884	36652
13638	19228
21471	22881
8680	11051
3133	24336
10632	28930
1884	25569
27803	25323
19222	36909
29354	28180
7562	23690
24110	31890
22881	29331
2741	15961
20854	22782
19941	25249
18029	25839
974	11277
10060	21508
3328	32598
2669	13638
8174	9936
29852	30792
33208	33643
2375	5813
17099	17677
17086	33952
9008	26585
4067	22068
32755	36759
27024	34747
17128	3712
159	5319
27803	14682
5361	27268
602	35051
34485	36809
15799	28611
23281	31890
962	18486
9193	13638
1965	6134
35681	18000
6700	17560
8061	20861
2100	35188
21319	21142
3789	35773
36281	36652
27803	14708
3469	19625
19858	26728
22842	35773
8702	13042
28872	34559
10071	26701
2635	27808
19949	35008
3634	31890
12209	6452
36941	28179
10725	31890
9780	8058
7835	15014
21754	23598
262	10402
26567	28697
12549	17792
8464	34300
5629	27464
21047	3724
12163	27933
13598	30338
7006	25299
7778	18663
20416	33642
37193	24573
30315	29227
14176	25422
10220	27824
17593	33578
15342	26129
36973	12505
30235	35296
5743	27363
17152	33128
1006	5076
15460	20953
36289	27405
13533	25249
29397	34206
36496	32102
18233	35470
20759	21983
11051	11386
2078	8991
27745	20571
3547	37690
31494	36981
26930	31890
11279	14895
31631	14910
7462	29452
7337	12432
33085	36064
35828	33460
9227	14423
18701	21943
4669	32293
2231	36588
18663	20236
10965	16067
23416	30493
7491	24830
15906	30080
1917	22360
3922	32071
20893	18163
3447	25033
239	36796
17446	31248
10403	16529
3595	25896
13413	22345
18127	31683
3934	1979
378	33793
22971	34408
24133	19170
11085	16954
16631	36050
31917	33532
17446	35676
10001	25510
19222	31315
8392	15369
16975	25102
31367	33154
12544	36652
13711	30465
5837	13978
22088	5300
10382	29049
7354	14361
5143	20854
24830	37069
14783	1852
15757	23334
6631	20798
1295	24467
16752	27250
7450	13638
26888	32041
281	36652
23589	22532
8307	30403
17644	22394
6778	27093
10972	19353
18825	21274
33839	29312
1307	9515
1402	12138
10660	36389
13662	35846
17937	31890
18751	30197
11922	28576
32079	24376
6346	20193
6455	36289
9168	32845
16628	18163
27143	36652
16263	27962
3349	6000
5629	6732
19738	15623
31141	5742
25754	29714
2742	32714
7639	15664
8003	15445
12234	25249
5673	17489
3658	24207
25883	1084
2496	23953
5629	29691
16701	26639
27749	28822
33069	14097
26598	31062
25382	31890
19403	25575
12491	18163
25503	21169
3763	13638
35613	10568
8327	11242
23582	31890
31734	29283
36226	12490
26352	30310
889	21102
33158	35899
2780	35828
27606	19890
4748	22847
4128	32615
37418	36628
13953	31518
12695	33684
10759	20231
6480	10987
23991	27596
2084	20173
6825	23077
27391	16057
9190	33680
7754	20236
15241	19586
11535	15769
4390	6631
34359	25125
16827	13719
20276	26287
7195	8843
23491	7920
33537	37169
5315	20387
2237	21358
19253	30863
31890	21653
26880	24997
7697	9715
21402	24379
517	31890
22792	26110
23973	22539
14242	26585
31376	28424
13656	18015
27803	25554
15660	19441
31376	26595
19682	28944
14352	3748
13551	32296
32507	36894
28568	36772
17687	31518
33216	13638
13684	24232
2078	3535
33671	34664
15939	29758
6158	23051
6711	14619
3106	25812
20269	30382
10001	23082
16985	31513
10001	24194
31890	35719
28920	36758
9008	24175
25638	31364
3153	34621
32082	20236
4987	29552
15921	28632
1854	33410
11514	17871
29277	14677
14485	33498
10001	13511
11101	11626
6173	31919
521	11242
22353	30338
27803	5553
5474	16885
19253	25137
21943	24447
9834	13663
20720	24197
22353	20861
11237	14637
56	29023
26764	31131
1483	30403
21435	25922
24721	31141
16216	25630
555	16098
21217	32564
27067	22057
22353	29557
23108	9812
18549	16779
19253	19737
3990	15608
25816	21797
1483	32286
4758	14501
22666	37627
22642	26979
3712	4975
3887	9748
19028	36652
4881	35876
6141	32684
11335	23856
31475	26085
14104	20063
17571	19098
16742	31890
25524	35456
12645	29669
6645	20059
6493	5300
32987	20259
31824	35219
18200	34970
7825	22312
6872	31400
5161	31141
5865	37196
2876	19222
190	16390
6562	22402
31890	13280
13773	23523
31351	15750
2848	12654
740	9075
6631	26961
685	28118
9392	34603
5629	25953
27803	24089
14341	22783
21805	28909
4712	22642
31364	35949
19096	16119
7425	12866
32206	30455
25424	37509
21392	5737
13504	30606
23838	27649
27803	35079
14176	24891
36071	26494
26486	37289
27803	14337
11573	32170
2078	32809
8912	15651
5466	23184
831	10001
32119	16113
7815	19222
27048	35325
7251	21265
35523	36741
9921	35290
15791	19859
2872	22321
2078	15878
26944	31890
17470	9959
5629	6005
7712	26987
9887	15396
11271	26783
24343	35291
337	4125
10524	18163
10002	30889
15994	32509
16037	31509
19949	33643
3874	25880
4585	10281
9075	6229
9051	34582
7721	14595
2078	29092
1486	17429
15094	16313
16631	17395
24160	35008
22677	23206
8531	25754
9051	21649
2163	36959
22442	37493
16808	11081
6015	29623
9008	24351
6644	12654
11279	16445
32375	19303
23451	27568
6134	21539
14242	37092
11018	33029
2319	18375
5483	35961
10595	16501
10425	27668
3847	35523
12079	24830
27273	14242
25130	29054
32451	22624
2907	35332
16680	26073
6569	26156
34689	22452
4928	13761
27843	26958
8805	2167
4370	17522
6265	16949
2158	4614
492	29397
27728	23837
9395	11293
811	8940
337	26911
32451	18790
506	17840
18409	22620
10080	19812
14568	15191
27803	12834
20024	13166
5814	36819
5348	34689
20193	23271
8273	6798
7027	9921
16004	8274
23881	34741
828	24953
30782	17687
16801	33003
24473	33174
8657	36814
27803	14815
15704	32989
27803	1658
25566	26958
5017	19358
10001	5916
9780	36008
14095	8054
4756	27016
11004	19222
22796	36628
36012	37085
11227	35773
13638	31326
7196	32822
119	22875
22547	18163
8646	21390
21467	26464
7684	31486
9452	28961
22329	21368
3897	35371
2252	20922
22545	29084
33866	27302
33952	36148
2078	11551
27046	27879
21309	20399
12887	28922
32487	13477
27803	23256
27803	8000
19222	28520
19620	23830
8631	26235
27803	31700
8423	4289
11614	31890
20517	26696
30320	23277
32388	36628
26173	35773
21170	32060
746	4546
10787	27772
22321	30613
10001	36636
20363	14099
17731	21287
2035	9022
36788	37180
8522	31890
7504	28217
73	19061
36298	36790
1613	21447
13712	6522
10595	32334
22628	8993
3822	24931
2755	13451
6083	5096
2087	30235
27062	29975
3922	37471
14244	27048
12017	6558
30152	15940
10289	22238
7929	20236
20836	32258
2517	26899
7603	26666
21362	31890
1853	23856
6631	6748
3028	29543
2078	12731
11326	13638
2078	15029
22584	27250
2584	23536
24714	31890
4376	16059
3113	7902
5048	31099
32785	24473
16371	25608
16709	36652
20812	21473
8515	23958
25659	29212
33671	11561
767	1515
34345	28812
2270	29023
21641	18163
28957	36918
24735	6165
4638	24030
35196	25393
14791	22130
2860	28887
11085	25777
3439	19222
1772	12346
18186	18825
17875	26190
2778	18084
10072	24059
27824	30620
5755	30142
8032	30905
15901	33031
13640	33154
2449	6259
26202	34606
4995	30409
15130	35006
20367	31890
27025	33296
6645	32562
22481	25031
2811	3031
13811	26334
10830	27493
14865	33988
35175	35822
9553	12182
10910	14083
